sheet,tag,role,in_table,note
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#18,1-VAV-01,plan,false,"Unique instance mark for the single VAV terminal unit box drawn in a banner/pointer callout near the Soiled Holding room (1582), with a leader line to the small equipment box symbol on the hot-water piping run. Confirmed visually (zoomed crop) and in textSpans as three adjacent spans '1','-','VAV-01' at the same y-coordinate forming the single drawn callout '1-VAV-01'. Only one VAV appears on this sheet, so listed once."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,A1,schedule,true,"Row in the LUMINAIRE SCHEDULE table (TYPE column) at x~464,y~2027 — 2'x4' sealed lensed troffer, Kenall CSEDO... Also referenced (same mark, not a new instance) in the adjacent 'ELECTRICAL SYMBOL NOTES' example glyph 'A1 b' and the sentence ""EXAMPLE: LIGHTING FIXTURE TYPE 'A1' IS CONTROLLED BY SWITCH 'b'."" Repeatable fixture-type mark, listed once."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,A2,schedule,true,"Row in the LUMINAIRE SCHEDULE table (TYPE column) at x~464,y~2119 — 2'x4' sealed lensed troffer, recessed grid version of A1. Repeatable fixture-type mark."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,B,schedule,true,"Row in the LUMINAIRE SCHEDULE table (TYPE column) at x~470,y~2210 — 2'x2' flat panel LED, Envoy Lighting HC4 10 D010/HM412840... Model catalog number begins with the string 'HC4' but that is the MODEL NUMBER column value, not the fixture-type tag; the tag for this row is 'B'. NOT flagged by the pipeline hint but is a legitimate 4th schedule row (table has exactly 4 rows: A1, A2, B, X1)."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,E1,schedule,true,"Appears as a literal row (with drawn symbol icon) in the LIGHTING SYMBOL LEGEND table: 'EXIT SIGN - WALL MOUNTED'. Also shown as an illustrative example glyph in the adjacent ELECTRICAL SYMBOL NOTES panel ('EXAMPLE 1: WALL MOUNTED EXIT SIGN TYPE E1...') — same mark, not a separate instance."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,E2,schedule,true,Appears as a literal row (with drawn symbol icon) in the LIGHTING SYMBOL LEGEND table: 'EXIT SIGN - CEILING MOUNTED'. Also shown as an example glyph in ELECTRICAL SYMBOL NOTES ('EXAMPLE 2: CEILING MOUNTED EXIT SIGN TYPE E2...').
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,LS,schedule,true,"Row in LIGHTING SYMBOL LEGEND table with drawn symbol icon: 'LIGHT LEVEL SENSOR, SINGLE ZONE DIMMING CLOSED LOOP - CEILING MOUNTED'. Not in pipeline hint."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,OS,schedule,true,"Row(s) in the LIGHTING SYMBOL LEGEND table with drawn symbol icon: 'OCCUPANCY SENSOR, DUAL TECHNOLOGY - CEILING MOUNTED' and '...WALL/CORNER MOUNTED' (two mounting variants, same mark 'OS', listed once). Not in the pipeline's hint list but a legitimate equipment/sensor symbol-type mark; included per the sensor example in the tag-definition rules."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,RC,schedule,true,Row in LIGHTING SYMBOL LEGEND table with drawn symbol icon: 'LOW VOLTAGE LIGHTING CONTROL DEVICE'. Not in pipeline hint but a legitimate control-device symbol-type mark.
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,RCD,schedule,true,Row in LIGHTING SYMBOL LEGEND table with drawn symbol icon: 'LOW VOLTAGE LIGHTING CONTROL DEVICE WITH 0-10V DIMMING'. Not in pipeline hint.
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,T1,detail,false,"Transformer type mark shown only as an illustrative example glyph/hexagon in the ELECTRICAL SYMBOL NOTES panel ('EXAMPLE: TRANSFORMER TYPE T1.') — not a literal row in any bordered schedule/legend table on this sheet, so in_table=false despite being a real equipment-type mark."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#19,X1,schedule,true,"Row in the LUMINAIRE SCHEDULE table (TYPE column) at x~464,y~2301 — exit sign, high-impact polycarbonate, Surelites METSU MW R DT."
050_IL_VA_Project_537_17_115_Sterile_Processing.pdf#21,1-VAV-01,plan,false,"VAV box unique-instance tag, drawn with leader line to equipment glyph (box + 'E'/'M' device markers) in room 5491 (Soiled Holding) on the FIFTH FLOOR ELECTRICAL PLAN - PHASE 4 view. Same literal tag also appears as a row (TAG column) in the 'PHASE 4 - MECHANICAL EQUIPMENT CONNECTIONS SCHEDULE' table at the bottom of the sheet, and as a Circuit Description entry (CKT 35) in the 'PANEL 4D' branch-circuit schedule at the top of the sheet -- listed once here since it is the same physical unit; the annotation 'PANEL 4D-35' next to the VAV glyph is the source-circuit callout, not a separate tag."
