sheet,tag,role,in_table,note
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#13,47-IDU-BB018,plan,false,Boxed indoor-unit symbol with leader in the BB018 mechanical plan (detail 3).
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#13,47-IDU-BC118A,plan,false,"Boxed indoor-unit symbol, first of two IDUs serving room BC118 (detail 2); per General Note 5 two IDUs serve this telecom room."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#13,47-IDU-BC118B,plan,false,"Boxed indoor-unit symbol, second IDU serving room BC118 (detail 2)."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#13,47-IDU-BF107,plan,false,Boxed indoor-unit equipment symbol with leader in the BF107 mechanical plan (detail 1); unique physical IDU instance.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CRAC-1A,plan,false,"CRAC unit, boxed/underlined tag on the data-center unit footprint."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CRAC-1B,plan,false,CRAC unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CRAC-2A,plan,false,CRAC unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CRAC-2B,plan,false,CRAC unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CU-1A,plan,false,"Condensing unit, boxed/underlined tag with leader to unit glyph (top row of yard equipment)."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CU-1B,plan,false,"Condensing unit, same style as 47-CU-1A."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CU-2A,plan,false,Condensing unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-CU-2B,plan,false,Condensing unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-IDU-BC131A,plan,false,"Indoor unit serving entrance room 01, boxed/underlined tag with leader to wall-mount unit."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-IDU-BC131B,plan,false,Indoor unit serving entrance room 01.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-IDU-BC143A,plan,false,Indoor unit serving entrance room 02.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-IDU-BC143B,plan,false,Indoor unit serving entrance room 02.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-IDU-BC143C,plan,false,Indoor unit near corridor/decommissioned telecom room BC143.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-ODU-BC131A,plan,false,"Outdoor unit, boxed/underlined tag over yard equipment glyph."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-ODU-BC131B,plan,false,Outdoor unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-ODU-BC143A,plan,false,Outdoor unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-ODU-BC143B,plan,false,Outdoor unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,47-ODU-BC143C,plan,false,Outdoor unit.
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,IF-1,plan,false,"In-line fan tag (boxed/underlined, same drafting convention as the 47- tags), tied to keynote 13 (in-line fan pulling OA to ceiling cassette)."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,S,plan,false,"Circled single-letter sensor symbol with leader (TempTrak temp/humidity sensor per keynote 7), appears 4x on this sheet. Same low-confidence single-letter caveat as tag T."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#14,T,plan,false,"Circled single-letter thermostat/temperature-sensor symbol with leader, appears 3x (near 47-IDU-BC143A, and in both entrance rooms, each paired with keynote 6 = dual-unit controller). Repeatable type mark; single-letter tags are a judgment call but fit the 'controls/sensor' equipment category in the rules, so included with lower confidence."
038_NC_VA_Project_637_22_700_EHRM_Infrastructure.pdf#15,47-IDU-1A137,plan,false,"Boxed indoor-unit symbol, 1A137 mechanical plan (detail 4)."
